ID,Title,Author,Author_gender,Category,Year_published,Genres,Has_male_author,Has_female_author,Only_male_author,Only_female_author
1368,Animal Farm ,George Orwell,M,Fiction,1945,classics; fiction; science-fiction; fantasy; literature,TRUE,FALSE,TRUE,FALSE
1370,The Time Machine ,H.G. Wells,M,Fiction,1895,classics; science-fiction; fiction; science-fiction; fantasy,TRUE,FALSE,TRUE,FALSE
1371,Moby-Dick,Herman Melville,M,Fiction,1851,classics; fiction; literature; adventure,TRUE,FALSE,TRUE,FALSE
1373,Harry Potter And The Sorcerer'S Stone,J.K. Rowling,F,Fiction,1997,fantasy; young-adult; fiction; fantasy; childrens,FALSE,TRUE,FALSE,TRUE
1374,The Fellowship Of The Ring,J.R.R. Tolkien,M,Fiction,1954,fantasy; classics; fiction; adventure,TRUE,FALSE,TRUE,FALSE
1375,The Hobbit ,J.R.R. Tolkien,M,Fiction,1937,fantasy; classics; fiction; adventure,TRUE,FALSE,TRUE,FALSE
1376,The Lord Of The Rings,J.R.R. Tolkien,M,Fiction,1954,fantasy; classics; fiction; adventure,TRUE,FALSE,TRUE,FALSE
1377,The Call Of The Wild ,Jack London,M,Fiction,1903,classics; fiction; adventure; young-adult; animals,TRUE,FALSE,TRUE,FALSE
1378,Frankenstein ,Mary Wollstonecraft Shelley,F,Fiction,1823,classics; fiction; horror; science-fiction,FALSE,TRUE,FALSE,TRUE
1379,The Master And Margarita ,Mikhail Bulgakov,M,Fiction,1967,classics; fiction; cultural; fantasy; literature,TRUE,FALSE,TRUE,FALSE
1380,The Scarlet Letter ,Nathaniel Hawthorne,M,Fiction,1850,classics; fiction; historical; academic; literature,TRUE,FALSE,TRUE,FALSE
1381,Ender'S Game,Orson Scott Card,M,Fiction,1985,science-fiction; fiction; young-adult; fantasy; classics,TRUE,FALSE,TRUE,FALSE
1382,The Picture Of Dorian Gray ,Oscar Wilde,M,Fiction,1890,classics; fiction; horror; fantasy; literature,TRUE,FALSE,TRUE,FALSE
1383,Island Of The Blue Dolphins ,Scott O'Dell,M,Fiction,1960,young-adult; fiction; historical; classics; childrens,TRUE,FALSE,TRUE,FALSE
1384,The Lottery And Other Stories ,Shirley Jackson,F,Fiction,1948,short-stories; fiction; horror; classics; literature,FALSE,TRUE,FALSE,TRUE
1385,The Diary Of A Young Girl ,Anne Frank,F,Nonfiction,1947,non-fiction; classics; history; biography; autobiography,FALSE,TRUE,FALSE,TRUE
1386,The Autobiography Of Benjamin Franklin,Benjamin Franklin,M,Nonfiction,1996,non-fiction; classics; biography; autobiography; north-american-history,TRUE,FALSE,TRUE,FALSE
1387,Night,Elie Wiesel,M,Nonfiction,1956,non-fiction; classics; history; autobiography; world-war-ii,TRUE,FALSE,TRUE,FALSE
1388,Narrative Of The Life Of Frederick Douglass,Frederick Douglass,M,Nonfiction,1845,non-fiction; history; classics; biography; autobiography,TRUE,FALSE,TRUE,FALSE
1389,I Know Why The Caged Bird Sings,Maya Angelou,F,Nonfiction,1969,,FALSE,TRUE,FALSE,TRUE
1390,Tuesdays With Morrie ,Mitch Albom,M,Nonfiction,1997,non-fiction; autobiography; biography; inspirational; classics,TRUE,FALSE,TRUE,FALSE
1391,The Prince ,NiccolÚ Machiavelli,M,Nonfiction,1532,classics; philosophy; non-fiction; politics; history,TRUE,FALSE,TRUE,FALSE
1392,"Cry, The Beloved Country ",Alan Paton,M,Fiction,1948,fiction; classics; cultural; historical; southern-africa,TRUE,FALSE,TRUE,FALSE
1393,The Stranger ,Albert Camus,M,Fiction,1942,classics; fiction; philosophy; cultural; literature,TRUE,FALSE,TRUE,FALSE
1394,The Federalist Papers ,Alexander Hamilton,M,Nonfiction,1788,history; politics; non-fiction; classics; philosophy,TRUE,FALSE,TRUE,FALSE
1395,Democracy In America ,Alexis de Tocqueville,M,Nonfiction,1835,history; politics; non-fiction; philosophy; classics,TRUE,FALSE,TRUE,FALSE
1396,The Bean Trees,Barbara Kingsolver,F,Fiction,1988,fiction; contemporary; novels,FALSE,TRUE,FALSE,TRUE
1397,The Screwtape Letters ,C.S. Lewis,M,Fiction,1942,fiction; classics; christian; religion; religion,TRUE,FALSE,TRUE,FALSE
1398,The Heart Is A Lonely Hunter ,Carson McCullers,M,Fiction,1940,fiction; classics; literature; novels; literature,TRUE,FALSE,TRUE,FALSE
1399,The Chosen,Chaim Potok,M,Fiction,1967,fiction; classics; historical; young-adult; literature,TRUE,FALSE,TRUE,FALSE
1400,The Yellow Wallpaper,Charlotte Perkins Gilman,F,Fiction,1892,classics; short-stories; fiction; feminism; horror,FALSE,TRUE,FALSE,TRUE
1401,Things Fall Apart,Chinua Achebe,M,Fiction,1958,fiction; classics; historical; cultural; academic,TRUE,FALSE,TRUE,FALSE
1402,The Hiding Place,Corrie ten Boom,F,Nonfiction,1971,non-fiction; biography; history; christian; classics,FALSE,TRUE,FALSE,TRUE
1403,Mythology ,Edith Hamilton,F,Fiction,1942,fantasy; classics; non-fiction; history,FALSE,TRUE,FALSE,TRUE
1404,Ethan Frome ,Edith Wharton,F,Fiction,1911,classics; fiction; short-stories; literature; literature,FALSE,TRUE,FALSE,TRUE
1405,The House Of Mirth ,Edith Wharton,F,Fiction,1905,classics; fiction; historical; literature,FALSE,TRUE,FALSE,TRUE
1406,Johnny Tremain ,Esther Forbes,F,Fiction,1943,historical; fiction; classics; young-adult; childrens,FALSE,TRUE,FALSE,TRUE
1408,Walden,Henry David Thoreau,M,Nonfiction,1854,classics; non-fiction; philosophy; environment,TRUE,FALSE,TRUE,FALSE
1409,Siddhartha ,Hermann Hesse,M,Fiction,1922,classics; fiction; philosophy; religion; spirituality,TRUE,FALSE,TRUE,FALSE
1410,Steppenwolf ,Hermann Hesse,M,Fiction,1927,fiction; classics; philosophy; european-literature; literature,TRUE,FALSE,TRUE,FALSE
1411,The Last Of The Mohicans,James Fenimore Cooper,M,Fiction,1826,classics; fiction; historical; adventure; literature,TRUE,FALSE,TRUE,FALSE
1412,Dubliners ,James Joyce,M,Fiction,1914,classics; fiction; short-stories; cultural; literature,TRUE,FALSE,TRUE,FALSE
1413,Lies My Teacher Told Me,James W. Loewen,M,Nonfiction,1995,history; non-fiction; education; politics; north-american-history,TRUE,FALSE,TRUE,FALSE
1414,Farewell To Manzanar ,Jeanne Wakatsuki Houston,F,Nonfiction,1973,non-fiction; history; autobiography; biography; academic,FALSE,TRUE,FALSE,TRUE
1415,Grendel ,John Gardner,M,Fiction,1971,fiction; fantasy; classics; academic; literature,TRUE,FALSE,TRUE,FALSE
1416,Hiroshima ,John Hersey,M,Nonfiction,1946,history; non-fiction; classics; war; cultural,TRUE,FALSE,TRUE,FALSE
1417,A Separate Peace ,John Knowles,M,Fiction,1959,classics; fiction; young-adult; historical; academic,TRUE,FALSE,TRUE,FALSE
1418,The Chrysalids ,John Wyndham,M,Fiction,1955,science-fiction; fiction; classics; science-fiction,TRUE,FALSE,TRUE,FALSE
1419,The Awakening ,Kate Chopin,F,Fiction,1899,classics; fiction; feminism; academic; literature,FALSE,TRUE,FALSE,TRUE
1420,Speak ,Laurie Halse Anderson,F,Fiction,1999,,FALSE,TRUE,FALSE,TRUE
1421,A Hero Of Our Time ,Mikhail Lermontov,M,Fiction,1840,classics; cultural; fiction; literature; literature,TRUE,FALSE,TRUE,FALSE
1422,This Changes Everything,Naomi Klein,F,Nonfiction,2014,non-fiction; politics; environment; science; economics,FALSE,TRUE,FALSE,TRUE
1423,"Alas, Babylon ",Pat Frank,M,Fiction,1959,fiction; science-fiction; apocalyptic; classics; science-fiction,TRUE,FALSE,TRUE,FALSE
1424,The Pigman,Paul Zindel,M,Fiction,1968,fiction; young-adult; classics; academic; realistic-fiction,TRUE,FALSE,TRUE,FALSE
1425,The Alchemist ,Paulo Coelho,M,Fiction,1988,fiction; classics; fantasy; philosophy; novels,TRUE,FALSE,TRUE,FALSE
1426,The Big Wave ,Pearl S. Buck,F,Fiction,1948,fiction; historical; classics; cultural; cultural,FALSE,TRUE,FALSE,TRUE
1427,Black Boy ,Richard Wright,M,Nonfiction,1945,classics; non-fiction; autobiography; biography; cultural,TRUE,FALSE,TRUE,FALSE
1428,Native Son ,Richard Wright,M,Fiction,1940,fiction; classics; historical; cultural; literature,TRUE,FALSE,TRUE,FALSE
1429,"Bless Me, Ultima ",Rudolfo Anaya,M,Fiction,1972,fiction; classics; magical-realism; young-adult; academic,TRUE,FALSE,TRUE,FALSE
1430,The Return Of The Native ,Thomas Hardy,M,Fiction,1878,classics; fiction; literature; literature,TRUE,FALSE,TRUE,FALSE
1431,Emotional Intelligence 2.0 ,Travis Bradberry,M,Nonfiction,2009,psychology; non-fiction; business; self-help; leadership,TRUE,FALSE,TRUE,FALSE
1432,The Jungle ,Upton Sinclair,M,Fiction,1905,classics; fiction; historical; literature; politics,TRUE,FALSE,TRUE,FALSE
1433,A Brief History Of Time,Stephen Hawking,M,Nonfiction,1988,science; non-fiction; science; history; science,TRUE,FALSE,TRUE,FALSE
1434,A Message To Garcia,Elbert Hubbard,M,Fiction,1899,war; leadership; classics; fiction; philosophy,TRUE,FALSE,TRUE,FALSE
1435,A Wrinkle In Time,Madeleine L'Engle,F,Fiction,1962,fantasy; fiction; young-adult; classics; science-fiction,FALSE,TRUE,FALSE,TRUE
1436,Alice'S Adventures In Wonderland,Lewis Carroll,M,Fiction,1865,classics; fantasy; fiction; childrens,TRUE,FALSE,TRUE,FALSE
1437,Angela'S Ashes,Frank McCourt,M,Fiction,1996,non-fiction; autobiography; biography; cultural; classics,TRUE,FALSE,TRUE,FALSE
1438,Angels & Demons,Dan Brown,M,Fiction,2000,fiction; mystery; thriller; suspense; thriller,TRUE,FALSE,TRUE,FALSE
1439,Anne Of Green Gables,Lucy Maud Montgomery,F,Fiction,1908,classics; fiction; young-adult; childrens; historical,FALSE,TRUE,FALSE,TRUE
1440,Autobiography Of A Yogi,Paramahansa Yogananda,M,Fiction,1946,spirituality; biography; non-fiction; philosophy; religion,TRUE,FALSE,TRUE,FALSE
1441,Becoming,Michelle Obama,F,Nonfiction,2019,non-fiction; autobiography; biography; audiobook,FALSE,TRUE,FALSE,TRUE
1442,Ben-Hur: A Tale Of The Christ,Lew Wallace,M,Fiction,1880,classics; historical; fiction; christian; historical,TRUE,FALSE,TRUE,FALSE
1443,Black Beauty,Anna Sewell,F,Fiction,1877,classics; fiction; childrens; animals; young-adult,FALSE,TRUE,FALSE,TRUE
1444,Catching Fire,Suzanne Collins,F,Fiction,2009,young-adult; science-fiction; fiction; fantasy; science-fiction,FALSE,TRUE,FALSE,TRUE
1445,Charlie And The Chocolate Factory,Roald Dahl,M,Fiction,1964,childrens; fantasy; fiction; classics; young-adult,TRUE,FALSE,TRUE,FALSE
1446,Charlotte'S Web,E.B. White,M,Fiction,1952,classics; childrens; fiction,TRUE,FALSE,TRUE,FALSE
1448,Cosmos,Carl Sagan,M,Fiction,1980,science; non-fiction; science; science; history,TRUE,FALSE,TRUE,FALSE
1449,Diana: Her True Story,Andrew Morton,M,Nonfiction,1992,biography; non-fiction; biography-memoir,TRUE,FALSE,TRUE,FALSE
1450,Dream Of The Red Chamber,Cao Xueqin,M,Fiction,1791,classics; fiction; cultural; literature; cultural,TRUE,FALSE,TRUE,FALSE
1451,Eye Of The Needle,Ken Follett,M,Fiction,1978,fiction; thriller; historical; mystery; suspense,TRUE,FALSE,TRUE,FALSE
1452,Fear Of Flying,Erica Jong,F,Fiction,1973,fiction; feminism; classics; adult-fiction,FALSE,TRUE,FALSE,TRUE
1453,Fifty Shades Darker,E. L. James,F,Fiction,2011,romance; adult-fiction; fiction; erotica; adult,FALSE,TRUE,FALSE,TRUE
1454,Fifty Shades Of Grey,E. L. James,F,Fiction,2011,romance; fiction; adult-fiction; adult; erotica,FALSE,TRUE,FALSE,TRUE
1455,Flowers In The Attic,V. C. Andrews,F,Fiction,1979,fiction; horror; young-adult; mystery,FALSE,TRUE,FALSE,TRUE
1457,God'S Little Acre,Erskine Caldwell,M,Fiction,1933,fiction; classics; american; literature; literature,TRUE,FALSE,TRUE,FALSE
1458,Harry Potter And The Chamber Of Secrets,J. K. Rowling,F,Fiction,1998,fantasy; young-adult; fiction; fantasy; childrens,FALSE,TRUE,FALSE,TRUE
1459,Harry Potter And The Deathly Hallows,J. K. Rowling,F,Fiction,2007,fantasy; young-adult; fiction,FALSE,TRUE,FALSE,TRUE
1460,Harry Potter And The Goblet Of Fire,J. K. Rowling,F,Fiction,2000,fantasy; young-adult; fiction; fantasy; childrens,FALSE,TRUE,FALSE,TRUE
1461,Harry Potter And The Half-Blood Prince,J. K. Rowling,F,Fiction,2005,fantasy; young-adult; fiction; fantasy; childrens,FALSE,TRUE,FALSE,TRUE
1462,Harry Potter And The Order Of The Phoenix,J. K. Rowling,F,Fiction,2003,fantasy; young-adult; fiction; fantasy; childrens,FALSE,TRUE,FALSE,TRUE
1463,Harry Potter And The Prisoner Of Azkaban,J. K. Rowling,F,Fiction,1999,fantasy; young-adult; fiction,FALSE,TRUE,FALSE,TRUE
1464,Heidi,Johanna Spyri,F,Fiction,1880,classics; fiction; childrens,FALSE,TRUE,FALSE,TRUE
1465,How The Steel Was Tempered,Nikolai Ostrovsky,M,Fiction,1934,fiction; cultural; literature; classics; literature,TRUE,FALSE,TRUE,FALSE
1466,How To Win Friends And Influence People,Dale Carnegie,M,Nonfiction,1936,non-fiction; self-help; business; psychology; self-help,TRUE,FALSE,TRUE,FALSE
1467,Jaws,Peter Benchley,M,Fiction,1974,horror; fiction; thriller; classics; suspense,TRUE,FALSE,TRUE,FALSE
1468,Jonathan Livingston Seagull,Richard Bach,M,Fiction,1970,fiction; classics; philosophy; fantasy; spirituality,TRUE,FALSE,TRUE,FALSE
1469,Kane And Abel,Jeffrey Archer,M,Fiction,1979,fiction; historical; thriller; drama,TRUE,FALSE,TRUE,FALSE
1471,Kon-Tiki: Across The Pacific In A Raft (Kon-Tiki Ekspedisjonen),Thor Heyerdahl,M,Nonfiction,1948,non-fiction; travel; adventure; history; classics,TRUE,FALSE,TRUE,FALSE
1472,Life After Life,Raymond Moody,M,Nonfiction,1975,,TRUE,FALSE,TRUE,FALSE
1473,Lolita,Vladimir Nabokov,M,Fiction,1955,classics; fiction; literature; novels; cultural,TRUE,FALSE,TRUE,FALSE
1474,Long Walk To Freedom,Nelson Mandela,M,Nonfiction,1994,biography; non-fiction; history; cultural; biography,TRUE,FALSE,TRUE,FALSE
1475,Love Story,Erich Segal,M,Fiction,1970,romance; fiction; classics; womens-fiction,TRUE,FALSE,TRUE,FALSE
1476,Lust For Life,Irving Stone,M,Fiction,1934,historical; fiction; art; classics,TRUE,FALSE,TRUE,FALSE
1477,Man'S Search For Meaning,Viktor Frankl,M,Nonfiction,1946,non-fiction; psychology; philosophy; history; autobiography,TRUE,FALSE,TRUE,FALSE
1478,Matilda,Roald Dahl,M,Fiction,1988,childrens; fiction; fantasy; classics,TRUE,FALSE,TRUE,FALSE
1479,Me Before You,Jojo Moyes,F,Fiction,2012,romance; fiction; contemporary; womens-fiction; adult,FALSE,TRUE,FALSE,TRUE
1480,Mockingjay,Suzanne Collins,F,Fiction,2010,young-adult; science-fiction; fiction; fantasy; science-fiction,FALSE,TRUE,FALSE,TRUE
1481,No Longer Human,Osamu Dazai,M,Fiction,1948,fiction; cultural; asian-literature; classics; literature,TRUE,FALSE,TRUE,FALSE
1482,Norwegian Wood ,Haruki Murakami,M,Fiction,1987,fiction; cultural; romance; asian-literature; contemporary,TRUE,FALSE,TRUE,FALSE
1483,One Hundred Years Of Solitude,Gabriel Garcia Marquez,M,Fiction,1967,fiction; classics; magical-realism; literature,TRUE,FALSE,TRUE,FALSE
1484,Paul Et Virginie,Jacques-Henri Bernardin de Saint-Pierre,M,Fiction,1788,classics; fiction; novels; cultural; european-literature,TRUE,FALSE,TRUE,FALSE
1485,Perfume,Patrick Suskind,M,Fiction,1985,fiction; historical; classics; horror; mystery,TRUE,FALSE,TRUE,FALSE
1486,Peyton Place,Grace Metalious,F,Fiction,1956,fiction; classics,FALSE,TRUE,FALSE,TRUE
1488,"Ronia, The Robber'S Daughter",Astrid Lindgren,F,Fiction,1981,fantasy; childrens; classics; fiction,FALSE,TRUE,FALSE,TRUE
1490,She: A History Of Adventure,H. Rider Haggard,M,Fiction,1886,classics; fantasy; fiction; adventure,TRUE,FALSE,TRUE,FALSE
1491,Shogun,James Clavell,M,Fiction,1975,historical; fiction; cultural; historical; classics,TRUE,FALSE,TRUE,FALSE
1492,Sophie'S World,Jostein Gaarder,M,Fiction,1991,philosophy; fiction; classics; young-adult; novels,TRUE,FALSE,TRUE,FALSE
1493,The 7 Habits Of Highly Effective People,Stephen R. Covey,M,Nonfiction,1989,self-help; non-fiction; business; self-help; leadership,TRUE,FALSE,TRUE,FALSE
1494,The Adventures Of Pinocchio,Carlo Collodi,M,Fiction,1883,classics; fantasy; fiction; childrens,TRUE,FALSE,TRUE,FALSE
1495,The Bermuda Triangle,Charles Berlitz,M,Nonfiction,1974,non-fiction; fantasy; history; mystery; science,TRUE,FALSE,TRUE,FALSE
1496,The Bridges Of Madison County,Robert James Waller,M,Fiction,1992,fiction; romance; classics; womens-fiction; contemporary,TRUE,FALSE,TRUE,FALSE
1497,The Catcher In The Rye,J. D. Salinger,M,Fiction,1951,classics; fiction; young-adult; literature,TRUE,FALSE,TRUE,FALSE
1498,The Celestine Prophecy,James Redfield,M,Fiction,1993,fiction; spirituality; philosophy; self-help; spirituality,TRUE,FALSE,TRUE,FALSE
1500,The Divine Comedy,Dante Alighieri,M,Fiction,1472,classics; poetry; fiction; literature,TRUE,FALSE,TRUE,FALSE
1501,The Dukan Diet,Pierre Dukan,M,Nonfiction,2000,non-fiction; health; food-and-drink; food-and-drink; self-help,TRUE,FALSE,TRUE,FALSE
1502,The Eagle Has Landed,Jack Higgins,M,Fiction,1975,fiction; thriller; historical; war; mystery,TRUE,FALSE,TRUE,FALSE
1503,The Exorcist,William Peter Blatty,M,Fiction,1971,horror; fiction; classics; fantasy; thriller,TRUE,FALSE,TRUE,FALSE
1504,The Front Runner,Patricia Nell Warren,F,Fiction,1974,lgbt; fiction; lgbt; romance; romance,FALSE,TRUE,FALSE,TRUE
1505,The Ginger Man,J. P. Donleavy,M,Fiction,1955,fiction; classics; cultural; humor,TRUE,FALSE,TRUE,FALSE
1506,The Girl With The Dragon Tattoo,Stieg Larsson,M,Fiction,2005,fiction; mystery; thriller; mystery; thriller,TRUE,FALSE,TRUE,FALSE
1507,The Goal,Eliyahu M. Goldratt,M,Fiction,1984,,TRUE,FALSE,TRUE,FALSE
1508,The Godfather,Mario Puzo,M,Fiction,1969,fiction; classics; mystery; thriller; historical,TRUE,FALSE,TRUE,FALSE
1509,The Good Soldier,Jaroslav Hasek,M,Fiction,1921,historical,TRUE,FALSE,TRUE,FALSE
1511,The Happy Hooker: My Own Story,Xaviera Hollander,F,Nonfiction,2002,non-fiction; biography; autobiography; adult-fiction; biography-memoir,FALSE,TRUE,FALSE,TRUE
1512,The Hitchhiker'S Guide To The Galaxy,Douglas Adams,M,Fiction,1979,science-fiction; fiction; humor; fantasy; classics,TRUE,FALSE,TRUE,FALSE
1513,The Hite Report,Shere Hite,F,Nonfiction,1976,non-fiction; sexuality; feminism; psychology; womens,FALSE,TRUE,FALSE,TRUE
1514,The Horse Whisperer,Nicholas Evans,M,Fiction,1995,fiction; romance; animals; animals; contemporary,TRUE,FALSE,TRUE,FALSE
1515,The Hunger Games,Suzanne Collins,F,Fiction,2008,young-adult; fiction; science-fiction; fantasy; science-fiction,FALSE,TRUE,FALSE,TRUE
1516,The Joy Of Sex,Alex Comfort,M,Nonfiction,1972,non-fiction; sexuality; self-help; reference; adult-fiction,TRUE,FALSE,TRUE,FALSE
1517,The Lost Symbol,Dan Brown,M,Fiction,2009,fiction; mystery; thriller; thriller,TRUE,FALSE,TRUE,FALSE
1518,The Naked Ape,Desmond Morris,M,Nonfiction,1967,science; non-fiction; anthropology; psychology; science,TRUE,FALSE,TRUE,FALSE
1519,The Name Of The Rose,Umberto Eco,M,Fiction,1980,fiction; historical; mystery; classics; historical,TRUE,FALSE,TRUE,FALSE
1520,The Neverending Story,Michael Ende,M,Fiction,1979,fantasy; classics; fiction; young-adult; childrens,TRUE,FALSE,TRUE,FALSE
1521,The Outsiders,S. E. Hinton,F,Fiction,1967,classics; young-adult; fiction; academic,FALSE,TRUE,FALSE,TRUE
1522,The Pillars Of The Earth,Ken Follett,M,Fiction,1989,historical; fiction; historical; fantasy; historical,TRUE,FALSE,TRUE,FALSE
1523,The Plague,Albert Camus,M,Fiction,1947,fiction; classics; philosophy; cultural; literature,TRUE,FALSE,TRUE,FALSE
1524,The Power Of Positive Thinking,Norman Vincent Peale,M,Nonfiction,1952,self-help; non-fiction; psychology; self-help; business,TRUE,FALSE,TRUE,FALSE
1525,The Prophet,Kahlil Gibran,M,Fiction,1923,poetry; philosophy; classics; fiction; spirituality,TRUE,FALSE,TRUE,FALSE
1526,The Purpose Driven Life,Rick Warren,M,Nonfiction,2002,christian; non-fiction; religion; self-help; spirituality,TRUE,FALSE,TRUE,FALSE
1528,The Secret,Rhonda Byrne,F,Nonfiction,2006,self-help; non-fiction; spirituality; psychology; philosophy,FALSE,TRUE,FALSE,TRUE
1529,"The Secret Diary Of Adrian Mole, Aged 13",Sue Townsend,F,Fiction,1982,fiction; young-adult; humor,FALSE,TRUE,FALSE,TRUE
1530,The Shack,William P. Young,M,Fiction,2007,fiction; christian; christian-fiction; religion; spirituality,TRUE,FALSE,TRUE,FALSE
1531,The Shadow Of The Wind,Carlos Ruiz Zafon,M,Fiction,2001,fiction; historical; mystery; fantasy,TRUE,FALSE,TRUE,FALSE
1532,The Thorn Birds,Colleen McCullough,F,Fiction,1977,fiction; historical; romance; classics; cultural,FALSE,TRUE,FALSE,TRUE
1534,The Wind In The Willows,Kenneth Grahame,M,Fiction,1908,classics; fiction; childrens; fantasy,TRUE,FALSE,TRUE,FALSE
1535,The Women'S Room,Marilyn French,F,Fiction,1977,fiction; feminism; classics; womens; novels,FALSE,TRUE,FALSE,TRUE
